Name,Name_tag,ID,Position
Elseid Hysaj,elseid-hysaj,200056,Right-Back
Mattia Caldara,mattia-caldara,197470,Centre-Back
Fabian Schär,fabian-schar,135343,Centre-Back
Aïssa Mandi,aissa-mandi,80293,Centre-Back
Juan Foyth,juan-foyth,480763,Centre-Back
Renan Lodi,renan-lodi,476352,Left-Back
Reece James,reece-james,472423,Right-Back
Max Aarons,max-aarons,471690,Right-Back
Ozan Kabak,ozan-kabak,361260,Centre-Back
Cristian Romero,cristian-romero,355915,Centre-Back
Luca Pellegrini,luca-pellegrini,346567,Left-Back
Noussair Mazraoui,noussair-mazraoui,340456,Right-Back
Unai Núñez,unai-nunez,338285,Centre-Back
Diego Carlos,diego-carlos,329145,Centre-Back
Denzel Dumfries,denzel-dumfries,321528,Right-Back
Ferro,ferro,294321,Centre-Back
Jason Denayer,jason-denayer,277114,Centre-Back
Hans Hateboer,hans-hateboer,275303,Right-Back
Davide Calabria,davide-calabria,262523,Right-Back
Guillermo Maripán,guillermo-maripan,249730,Centre-Back
Jan Bednarek,jan-bednarek,243028,Centre-Back
Duje Caleta-Car,duje-caleta-car,238266,Centre-Back
Adam Webster,adam-webster,212847,Centre-Back
Benjamin Henrichs,benjamin-henrichs,202591,Right-Back
Karim Rekik,karim-rekik,182579,Centre-Back
Davide Zappacosta,davide-zappacosta,173859,Right-Back
Giovanni Di Lorenzo,giovanni-di-lorenzo,169880,Right-Back
Willy Boly,willy-boly,142310,Centre-Back
Francesco Acerbi,francesco-acerbi,131075,Centre-Back
Juan Bernat,juan-bernat,126719,Left-Back
Kévin Malcuit,kevin-malcuit,126711,Right-Back
John Anthony Brooks,john-anthony-brooks,124732,Centre-Back
Hugo Mallo,hugo-mallo,119905,Right-Back
Andrea Conti,andrea-conti,111227,Right-Back
Shkodran Mustafi,shkodran-mustafi,88590,Centre-Back
Mário Rui,mario-rui,87884,Left-Back
Danny da Costa,danny-da-costa,85906,Right-Back
Diego Godín,diego-godin,54928,Centre-Back
David Luiz,david-luiz,46741,Centre-Back
Mateo Musacchio,mateo-musacchio,45653,Centre-Back
Jonny Evans,jonny-evans,42412,Centre-Back
Jérôme Boateng,jerome-boateng,26485,Centre-Back
Leonardo Balerdi,leonardo-balerdi,575998,Centre-Back
Moussa Niakhaté,moussa-niakhate,291200,Centre-Back
Kenny Lala,kenny-lala,174196,Right-Back
Mitchell Weiser,mitchell-weiser,119211,Right-Back
Daniel Wass,daniel-wass,63463,Right-Back
Léo Dubois,leo-dubois,236400,Right-Back
Edson Álvarez,edson-alvarez,401356,Centre-Back
Ben Godfrey,ben-godfrey,343475,Centre-Back
Matt Targett,matt-targett,250478,Left-Back
Rafael Tolói,rafael-toloi,72441,Centre-Back
Danilo D'Ambrosio,danilo-dambrosio,55769,Right-Back
Ryan Bertrand,ryan-bertrand,40611,Left-Back
Lucas Martínez Quarta,lucas-martinez-quarta,373373,Centre-Back
Stefan Lainer,stefan-lainer,85791,Right-Back
Luiz Felipe,luiz-felipe,457931,Centre-Back
Jamal Lewis,jamal-lewis,346018,Left-Back
Dalbert,dalbert,312862,Left-Back
Pol Lirola,pol-lirola,298975,Right-Back
Alfie Mawson,alfie-mawson,287431,Centre-Back
Fabián Balbuena,fabian-balbuena,285548,Centre-Back
Gian Marco Ferrari,gian-marco-ferrari,277167,Centre-Back
Rob Holding,rob-holding,253341,Centre-Back
Douglas Santos,douglas-santos,220793,Left-Back
Björn Engels,bjorn-engels,193469,Centre-Back
Ludwig Augustinsson,ludwig-augustinsson,170646,Left-Back
Djibril Sidibé,djibril-sidibe,161869,Right-Back
Terence Kongolo,terence-kongolo,152651,Centre-Back
Salif Sané,salif-sane,126534,Centre-Back
Cristiano Biraghi,cristiano-biraghi,124555,Left-Back
Shane Duffy,shane-duffy,119269,Centre-Back
Phil Jones,phil-jones,117996,Centre-Back
Jeffrey Gouweleeuw,jeffrey-gouweleeuw,106405,Centre-Back
Steve Cook,steve-cook,90836,Centre-Back
Mattia De Sciglio,mattia-de-sciglio,88682,Right-Back
Martin Hinteregger,martin-hinteregger,85789,Centre-Back
Kevin Vogt,kevin-vogt,84435,Centre-Back
Seamus Coleman,seamus-coleman,68390,Right-Back
Patrick van Aanholt,patrick-van-aanholt,52119,Left-Back
Mamadou Sakho,mamadou-sakho,47713,Centre-Back
Lisandro Martínez,lisandro-martinez,480762,Centre-Back
William,william,341710,Right-Back
Maximilian Mittelstädt,maximilian-mittelstadt,282660,Left-Back
Pedro Porro,pedro-porro,553875,Right-Back
Adrià Pedrosa,adria-pedrosa,501418,Left-Back
Chris Mepham,chris-mepham,480987,Centre-Back
Gabriel Magalhães,gabriel-magalhaes,435338,Centre-Back
Gonzalo Montiel,gonzalo-montiel,402733,Right-Back
Rogério,rogerio,401527,Left-Back
Francisco Montero,francisco-montero,396333,Centre-Back
Ethan Ampadu,ethan-ampadu,392771,Centre-Back
Marcelo Saracchi,marcelo-saracchi,373916,Left-Back
Marash Kumbulla,marash-kumbulla,371371,Centre-Back
Fernando Calero,fernando-calero,357884,Centre-Back
Rúben Vinagre,ruben-vinagre,357158,Left-Back
Axel Tuanzebe,axel-tuanzebe,342046,Centre-Back
Kyle Walker-Peters,kyle-walker-peters,341051,Right-Back
Takehiro Tomiyasu,takehiro-tomiyasu,331560,Right-Back
Robin Koch,robin-koch,328784,Centre-Back
Fodé Ballo-Touré,fode-ballo-toure,296422,Left-Back
Jorge Meré,jorge-mere,286779,Centre-Back
Marc Cucurella,marc-cucurella,284857,Left-Back
Emanuel Mammana,emanuel-mammana,275512,Centre-Back
Maximilian Wöber,maximilian-wober,263361,Centre-Back
Carlos Salcedo,carlos-salcedo,256866,Centre-Back
Jesús Vallejo,jesus-vallejo,251896,Centre-Back
Diego Rico,diego-rico,249513,Left-Back
Ola Aina,ola-aina,236490,Right-Back
Aritz Elustondo,aritz-elustondo,229804,Centre-Back
Jordan Torunarigha,jordan-torunarigha,227110,Centre-Back
Jack O'Connell,jack-oconnell,212829,Centre-Back
Joseba Zaldua,joseba-zaldua,197135,Right-Back
Kevin Mbabu,kevin-mbabu,183321,Right-Back
Arthur Masuaku,arthur-masuaku,181380,Left-Back
Berat Djimsiti,berat-djimsiti,165513,Centre-Back
Cristiano Piccini,cristiano-piccini,163086,Right-Back
Solomon Kvirkvelia,solomon-kvirkvelia,157391,Centre-Back
Pablo,pablo,149577,Centre-Back
Youssouf Sabaly,youssouf-sabaly,135492,Right-Back
Benjamin Stambouli,benjamin-stambouli,127160,Centre-Back
Adama Soumaoro,adama-soumaoro,126673,Centre-Back
José Luis Palomino,jose-luis-palomino,125020,Centre-Back
John Egan,john-egan,121324,Centre-Back
Cédric Soares,cedric-soares,112988,Right-Back
Jonas Hector,jonas-hector,108537,Left-Back
Sebastián Coates,sebastian-coates,102427,Centre-Back
Marcos Rojo,marcos-rojo,93176,Centre-Back
Eliaquim Mangala,eliaquim-mangala,90681,Centre-Back
Marvin Plattenhardt,marvin-plattenhardt,89592,Left-Back
Yaroslav Rakitskiy,yaroslav-rakitskiy,89222,Centre-Back
Ricardo Rodríguez,ricardo-rodriguez,86784,Left-Back
Nathaniel Clyne,nathaniel-clyne,85177,Right-Back
Ben Mee,ben-mee,74810,Centre-Back
Mario Gaspar,mario-gaspar,73250,Right-Back
Víctor Laguardia,victor-laguardia,67080,Centre-Back
Sidnei,sidnei,27374,Centre-Back
Lloyd Kelly,lloyd-kelly,480116,Left-Back
Joakim Maehle,joakim-maehle,369674,Right-Back
Frédéric Guilbert,frederic-guilbert,354352,Right-Back
Panagiotis Retsos,panagiotis-retsos,324351,Centre-Back
Filip Benkovic,filip-benkovic,293168,Centre-Back
Jeremiah St. Juste,jeremiah-st-juste,288253,Centre-Back
Youssouf Koné,youssouf-kone,274484,Left-Back
Stefan Posch,stefan-posch,223974,Centre-Back
Alberto Moreno,alberto-moreno,207917,Left-Back
Timo Baumgartl,timo-baumgartl,187491,Centre-Back
Christophe Hérelle,christophe-herelle,170544,Centre-Back
David López,david-lopez,129444,Centre-Back
Kaan Ayhan,kaan-ayhan,119031,Centre-Back
Christian Günter,christian-gunter,93707,Left-Back
Rafael,rafael,61892,Right-Back
Adam Smith,adam-smith,61841,Right-Back
Aleksandar Dragovic,aleksandar-dragovic,59032,Centre-Back
Medhi Benatia,medhi-benatia,45124,Centre-Back
Sven Bender,sven-bender,29993,Centre-Back
Stanley Nsoki,stanley-nsoki,371141,Left-Back
Luis Abram,luis-abram,330684,Centre-Back
Georgiy Dzhikiya,georgiy-dzhikiya,185024,Centre-Back
Jean-Clair Todibo,jean-clair-todibo,605184,Centre-Back
Strahinja Pavlovic,strahinja-pavlovic,574671,Centre-Back
Valentin Rosier,valentin-rosier,441170,Right-Back
Jhon Lucumí,jhon-lucumi,413565,Centre-Back
Ezri Konsa,ezri-konsa,413403,Centre-Back
Lyanco,lyanco,379807,Centre-Back
Joseph Aidoo,joseph-aidoo,358250,Centre-Back
Faitout Maouassa,faitout-maouassa,357072,Left-Back
Rick van Drongelen,rick-van-drongelen,354340,Centre-Back
Andrea Cistana,andrea-cistana,337381,Centre-Back
Ramy Bensebaini,ramy-bensebaini,284732,Left-Back
Samuel Gigot,samuel-gigot,276896,Centre-Back
Marlon,marlon,273236,Centre-Back
Jonjoe Kenny,jonjoe-kenny,258883,Right-Back
DeAndre Yedlin,deandre-yedlin,255916,Right-Back
Wesley Hoedt,wesley-hoedt,253765,Centre-Back
Alexander Djiku,alexander-djiku,250844,Centre-Back
Jordan Amavi,jordan-amavi,241229,Left-Back
Denis Vavro,denis-vavro,239962,Centre-Back
Rubén Peña,ruben-pena,238868,Right-Back
Kenny Tete,kenny-tete,206746,Right-Back
Ruben Aguilar,ruben-aguilar,203746,Right-Back
Milos Veljkovic,milos-veljkovic,202228,Centre-Back
Waldemar Anton,waldemar-anton,193004,Centre-Back
Álvaro González,alvaro-gonzalez,183647,Centre-Back
Bartosz Bereszynski,bartosz-bereszynski,144143,Right-Back
Jeison Murillo,jeison-murillo,131102,Centre-Back
Ben Gibson,ben-gibson,128904,Centre-Back
Joël Veltman,joel-veltman,111195,Right-Back
Robin Knoche,robin-knoche,94201,Centre-Back
Sergi Gómez,sergi-gomez,92947,Centre-Back
Aaron Cresswell,aaron-cresswell,92571,Left-Back
André Almeida,andre-almeida,83466,Right-Back
Hiroki Sakai,hiroki-sakai,83002,Right-Back
Christian Kabasele,christian-kabasele,81512,Centre-Back
Martín Montoya,martin-montoya,68645,Right-Back
Néstor Araujo,nestor-araujo,64134,Centre-Back
Matteo Darmian,matteo-darmian,54906,Right-Back
Angelo Ogbonna,angelo-ogbonna,48002,Centre-Back
Kamil Glik,kamil-glik,46552,Centre-Back
Aleksandar Kolarov,aleksandar-kolarov,46156,Left-Back
Domagoj Vida,domagoj-vida,46083,Centre-Back
Nacho Monreal,nacho-monreal,43003,Left-Back
Ezequiel Garay,ezequiel-garay,35939,Centre-Back
Ramiro Funes Mori,ramiro-funes-mori,11111,Centre-Back
Aihen Muñoz,aihen-munoz,517842,Left-Back
Martin Aguirregabiria,martin-aguirregabiria,483573,Right-Back
Léo Duarte,leo-duarte,312678,Centre-Back
Marin Pongracic,marin-pongracic,282144,Centre-Back
Christian Luyindama,christian-luyindama,262793,Centre-Back
Tin Jedvaj,tin-jedvaj,206386,Centre-Back
Cristian Ramírez,cristian-ramirez,189485,Left-Back
Uros Spajic,uros-spajic,160222,Centre-Back
Dominique Heintz,dominique-heintz,110036,Centre-Back
Sergio Escudero,sergio-escudero,93935,Left-Back
Arthur Zagre,arthur-zagre,536477,Left-Back
Brandon Williams,brandon-williams,507700,Left-Back
Marcos Senesi,marcos-senesi,469781,Centre-Back
Eric García,eric-garcia,466794,Centre-Back
Jayden Bogle,jayden-bogle,465717,Right-Back
Rodrigo Becão,rodrigo-becao,410158,Centre-Back
Yan Valery,yan-valery,406008,Right-Back
Mason Holgate,mason-holgate,348623,Centre-Back
Kelvin Amian,kelvin-amian,344072,Right-Back
Timothy Fosu-Mensah,timothy-fosu-mensah,315131,Right-Back
Dael Fry,dael-fry,314140,Centre-Back
Kasim Adams,kasim-adams,263801,Centre-Back
Kevin Danso,kevin-danso,263236,Centre-Back
Florent Hadergjonaj,florent-hadergjonaj,238809,Right-Back
Simon Deli,simon-deli,234124,Centre-Back
Philipp Lienhart,philipp-lienhart,225657,Centre-Back
Rick Karsdorp,rick-karsdorp,205006,Right-Back
Álex Moreno,alex-moreno,193098,Left-Back
Omar Colley,omar-colley,174733,Centre-Back
Prince Gouano,prince-gouano,171410,Centre-Back
Paul Dummett,paul-dummett,170321,Left-Back
Jack Stephens,jack-stephens,163744,Centre-Back
Jetro Willems,jetro-willems,146258,Left-Back
Ryan Fredericks,ryan-fredericks,140191,Right-Back
Liam Moore,liam-moore,128906,Centre-Back
Juan Jesus,juan-jesus,121985,Centre-Back
Federico Fernández,federico-fernandez,85475,Centre-Back
Christopher Schindler,christopher-schindler,57842,Centre-Back
Marcelo,marcelo,52920,Centre-Back
Benjamin Hübner,benjamin-hubner,52348,Centre-Back
Domagoj Bradaric,domagoj-bradaric,357796,Left-Back
Sebastiaan Bornauw,sebastiaan-bornauw,338629,Centre-Back
Felix Uduokhai,felix-uduokhai,278343,Centre-Back
Wallace,wallace,225335,Centre-Back
Almamy Touré,almamy-toure,216181,Centre-Back
Lucas Lima,lucas-lima,182323,Left-Back
Nicola Murru,nicola-murru,171399,Left-Back
Bruno Martins Indi,bruno-martins-indi,112052,Centre-Back
Simon Kjaer,simon-kjaer,48859,Centre-Back
Rayan Aït Nouri,rayan-ait-nouri,578391,Left-Back
Emerson,emerson,476344,Right-Back
Bafodé Diakité,bafode-diakite,463605,Centre-Back
Joe Worrall,joe-worrall,415970,Centre-Back
Bruno Viana,bruno-viana,411838,Centre-Back
Vitalii Mykolenko,vitalii-mykolenko,404842,Left-Back
Pau Torres,pau-torres,399776,Centre-Back
Joris Gnagnon,joris-gnagnon,378954,Centre-Back
Thierry Correia,thierry-correia,367466,Right-Back
Bernardo,bernardo,364258,Left-Back
Pape Abou Cissé,pape-abou-cisse,364234,Centre-Back
Léo Santos,leo-santos,351894,Centre-Back
Bruno Valdez,bruno-valdez,335768,Centre-Back
Jorge Figal,jorge-figal,334055,Centre-Back
Hamari Traoré,hamari-traore,297070,Right-Back
Kevin Rüegg,kevin-ruegg,290032,Right-Back
Jérémy Gelin,jeremy-gelin,288237,Centre-Back
Fabricio Bustos,fabricio-bustos,275381,Right-Back
Paulo Díaz,paulo-diaz,271478,Centre-Back
Jemerson,jemerson,258254,Centre-Back
Rúben Vezo,ruben-vezo,257851,Centre-Back
Amir Rrahmani,amir-rrahmani,257732,Centre-Back
Filippo Romagna,filippo-romagna,256678,Centre-Back
Brandon Mechele,brandon-mechele,236168,Centre-Back
Ridgeciano Haps,ridgeciano-haps,228444,Left-Back
Thomas Foket,thomas-foket,215114,Right-Back
Christopher Jullien,christopher-jullien,201737,Centre-Back
Joe Bryan,joe-bryan,194460,Left-Back
Bouna Sarr,bouna-sarr,190685,Right-Back
Stefano Denswil,stefano-denswil,182923,Centre-Back
Rodrigo Caio,rodrigo-caio,172054,Centre-Back
Vyacheslav Karavaev,vyacheslav-karavaev,170620,Right-Back
Vitor Hugo,vitor-hugo,149752,Centre-Back
Tomas Kalas,tomas-kalas,148657,Centre-Back
Wálter Kannemann,walter-kannemann,145400,Centre-Back
Paulo Oliveira,paulo-oliveira,139336,Centre-Back
Florian Lejeune,florian-lejeune,127108,Centre-Back
Pontus Jansson,pontus-jansson,125314,Centre-Back
Vlad Chiriches,vlad-chiriches,123261,Centre-Back
Konstantinos Laifis,konstantinos-laifis,121570,Centre-Back
Craig Dawson,craig-dawson,121477,Centre-Back
Omar Elabdellaoui,omar-elabdellaoui,121404,Right-Back
Ahmed Hegazy,ahmed-hegazy,111524,Centre-Back
Ciaran Clark,ciaran-clark,98240,Centre-Back
Óscar de Marcos,oscar-de-marcos,96718,Right-Back
Enda Stevens,enda-stevens,85706,Left-Back
Maicon,maicon,84695,Centre-Back
Timothée Kolodziejczak,timothee-kolodziejczak,84085,Centre-Back
Kiko Femenía,kiko-femenia,76467,Right-Back
Liam Cooper,liam-cooper,75067,Centre-Back
Pedro Mendes,pedro-mendes,72857,Centre-Back
Lisandro Magallán,lisandro-magallan,66736,Centre-Back
Bernardo Espinosa,bernardo-espinosa,64598,Centre-Back
James Tavernier,james-tavernier,62094,Right-Back
Dimitrios Siovas,dimitrios-siovas,52403,Centre-Back
Héctor Moreno,hector-moreno,51046,Centre-Back
Kieran Gibbs,kieran-gibbs,44792,Left-Back
Thiago Silva,thiago-silva,29241,Centre-Back
Sergiño Dest,sergino-dest,361104,Right-Back
Clinton Mata,clinton-mata,187718,Right-Back
Marcelo Herrera,marcelo-herrera,621369,Right-Back
Iago,iago,520468,Left-Back
Alan Franco,alan-franco,503343,Centre-Back
Facundo Medina,facundo-medina,474800,Left-Back
Dylan Bronn,dylan-bronn,450417,Centre-Back
Sofiane Alakouch,sofiane-alakouch,434358,Right-Back
Brian Cufré,brian-cufre,401521,Left-Back
Andreaw Gravillon,andreaw-gravillon,395083,Centre-Back
César Montes,cesar-montes,387687,Centre-Back
Moussa Wagué,moussa-wague,364240,Right-Back
Diogo Leite,diogo-leite,357156,Centre-Back
Mert Müldür,mert-muldur,353922,Right-Back
Robert Gumny,robert-gumny,353826,Right-Back
Ayrton Lucas,ayrton-lucas,349585,Left-Back
Jesús Gallardo,jesus-gallardo,344854,Left-Back
Juan Miranda,juan-miranda,341227,Left-Back
Fabio Depaoli,fabio-depaoli,324282,Right-Back
Toni Lato,toni-lato,320271,Left-Back
Giangiacomo Magnani,giangiacomo-magnani,310458,Centre-Back
Félix Eboa Eboa,felix-eboa-eboa,296359,Centre-Back
Sebastiano Luperto,sebastiano-luperto,278531,Centre-Back
Renzo Saravia,renzo-saravia,268642,Right-Back
Samir,samir,255744,Centre-Back
Kevin Bonifazi,kevin-bonifazi,247377,Centre-Back
Francesco Vicari,francesco-vicari,240158,Centre-Back
Jan Oblak,jan-oblak,121483,Goalkeeper
Alisson,alisson,105470,Goalkeeper
Marc-André ter Stegen,marc-andre-ter-stegen,74857,Goalkeeper
Ederson,ederson,238223,Goalkeeper
Kepa,kepa,192279,Goalkeeper
David de Gea,david-de-gea,59377,Goalkeeper
Gianluigi Donnarumma,gianluigi-donnarumma,315858,Goalkeeper
Thibaut Courtois,thibaut-courtois,108390,Goalkeeper
Alex Meret,alex-meret,240414,Goalkeeper
Wojciech Szczesny,wojciech-szczesny,44058,Goalkeeper
André Onana,andre-onana,234509,Goalkeeper
Jordan Pickford,jordan-pickford,130164,Goalkeeper
Bernd Leno,bernd-leno,72476,Goalkeeper
Thomas Strakosha,thomas-strakosha,222209,Goalkeeper
Anthony Lopes,anthony-lopes,60561,Goalkeeper
Pau López,pau-lopez,286415,Goalkeeper
Mike Maignan,mike-maignan,182906,Goalkeeper
Rui Patrício,rui-patricio,45026,Goalkeeper
Alessio Cragno,alessio-cragno,12907,Goalkeeper
Jasper Cillessen,jasper-cillessen,146227,Goalkeeper
Neto,neto,111819,Goalkeeper
Tomas Vaclik,tomas-vaclik,64000,Goalkeeper
Hugo Lloris,hugo-lloris,17965,Goalkeeper
Manuel Neuer,manuel-neuer,17259,Goalkeeper
Alphonse Areola,alphonse-areola,120629,Goalkeeper
Ionut Radu,ionut-radu,303657,Goalkeeper
Dean Henderson,dean-henderson,258919,Goalkeeper
Emil Audero,emil-audero,256339,Goalkeeper
Juan Musso,juan-musso,242359,Goalkeeper
David Soria,david-soria,226012,Goalkeeper
Fernando Pacheco,fernando-pacheco,172015,Goalkeeper
Bartlomiej Dragowski,bartlomiej-dragowski,208166,Goalkeeper
Benjamin Lecomte,benjamin-lecomte,127181,Goalkeeper
Roman Bürki,roman-burki,59027,Goalkeeper
Koen Casteels,koen-casteels,108880,Goalkeeper
Alban Lafont,alban-lafont,357117,Goalkeeper
Jiri Pavlenka,jiri-pavlenka,260053,Goalkeeper
Pierluigi Gollini,pierluigi-gollini,244192,Goalkeeper
Sergio Rico,sergio-rico,207302,Goalkeeper
Alexander Nübel,alexander-nubel,195778,Goalkeeper
Nick Pope,nick-pope,192080,Goalkeeper
Jack Butland,jack-butland,128899,Goalkeeper
Jeroen Zoet,jeroen-zoet,79045,Goalkeeper
Péter Gulácsi,peter-gulacsi,57071,Goalkeeper
Sergio Asenjo,sergio-asenjo,51710,Goalkeeper
Yann Sommer,yann-sommer,42205,Goalkeeper
Kasper Schmeichel,kasper-schmeichel,16911,Goalkeeper
Andrey Lunev,andrey-lunev,112541,Goalkeeper
Aaron Ramsdale,aaron-ramsdale,427568,Goalkeeper
Walter Benítez,walter-benitez,296802,Goalkeeper
Florian Müller,florian-muller,284769,Goalkeeper
Gerónimo Rulli,geronimo-rulli,229604,Goalkeeper
Mathew Ryan,mathew-ryan,128969,Goalkeeper
Odysseas Vlachodimos,odysseas-vlachodimos,124419,Goalkeeper
Mattia Perin,mattia-perin,110923,Goalkeeper
Esteban Andrada,esteban-andrada,105888,Goalkeeper
Marko Dmitrovic,marko-dmitrovic,94308,Goalkeeper
Keylor Navas,keylor-navas,79422,Goalkeeper
Simon Mignolet,simon-mignolet,50219,Goalkeeper
Kevin Trapp,kevin-trapp,45672,Goalkeeper
Igor Akinfeev,igor-akinfeev,15570,Goalkeeper
Edouard Mendy,edouard-mendy,442531,Goalkeeper
Paul Bernardoni,paul-bernardoni,318507,Goalkeeper
Alexander Schwolow,alexander-schwolow,93763,Goalkeeper
Dominik Livakovic,dominik-livakovic,205927,Goalkeeper
Danny Ward,danny-ward,203026,Goalkeeper
Angus Gunn,angus-gunn,201574,Goalkeeper
Robin Olsen,robin-olsen,75458,Goalkeeper
Oliver Baumann,oliver-baumann,55089,Goalkeeper
Fraser Forster,fraser-forster,52570,Goalkeeper
Lukas Hradecky,lukas-hradecky,48015,Goalkeeper
Salvatore Sirigu,salvatore-sirigu,25508,Goalkeeper
Andrii Lunin,andrii-lunin,404839,Goalkeeper
Franco Armani,franco-armani,119634,Goalkeeper
Agustín Marchesín,agustin-marchesin,54534,Goalkeeper
Zack Steffen,zack-steffen,221624,Goalkeeper
Matz Sels,matz-sels,127202,Goalkeeper
Sam Johnstone,sam-johnstone,110864,Goalkeeper
Lukasz Skorupski,lukasz-skorupski,80894,Goalkeeper
Martin Dubravka,martin-dubravka,74960,Goalkeeper
Asmir Begovic,asmir-begovic,33873,Goalkeeper
