Name,Name_tag,ID,Position
Matvey Safonov,matvey-safonov,318470,Goalkeeper
Ugurcan Cakir,ugurcan-cakir,292199,Goalkeeper
Unai Simón,unai-simon,262396,Goalkeeper
Jonas Omlin,jonas-omlin,247915,Goalkeeper
Tomas Koubek,tomas-koubek,146714,Goalkeeper
Hendrik Van Crombrugge,hendrik-van-crombrugge,137326,Goalkeeper
Timo Horn,timo-horn,84938,Goalkeeper
Jordi Masip,jordi-masip,65263,Goalkeeper
Neil Etheridge,neil-etheridge,61694,Goalkeeper
Tom Heaton,tom-heaton,34130,Goalkeeper
Samir Handanovic,samir-handanovic,28021,Goalkeeper
Ondrej Kolar,ondrej-kolar,189630,Goalkeeper
Benoît Costil,benoit-costil,22628,Goalkeeper
Illan Meslier,illan-meslier,542586,Goalkeeper
Wuilker Fariñez,wuilker-farinez,373714,Goalkeeper
Aleksandr Maksimenko,aleksandr-maksimenko,351419,Goalkeeper
Kamil Grabara,kamil-grabara,346551,Goalkeeper
Radoslaw Majecki,radoslaw-majecki,346546,Goalkeeper
Dani Martín,dani-martin,335221,Goalkeeper
Aleksandr Selikhov,aleksandr-selikhov,265153,Goalkeeper
Gregor Kobel,gregor-kobel,257814,Goalkeeper
Bono,bono,207834,Goalkeeper
Baptiste Reynet,baptiste-reynet,190786,Goalkeeper
Predrag Rajkovic,predrag-rajkovic,190263,Goalkeeper
Jesse Joronen,jesse-joronen,131758,Goalkeeper
Joel Robles,joel-robles,101118,Goalkeeper
Luigi Sepe,luigi-sepe,99254,Goalkeeper
Alex McCarthy,alex-mccarthy,95976,Goalkeeper
Loris Karius,loris-karius,85864,Goalkeeper
Adrián,adrian,71271,Goalkeeper
Vicente Guaita,vicente-guaita,64399,Goalkeeper
Fernando Muslera,fernando-muslera,58088,Goalkeeper
Jonas Lössl,jonas-lossl,48870,Goalkeeper
Tim Krul,tim-krul,33027,Goalkeeper
Marco Bizot,marco-bizot,124884,Goalkeeper
Stanislav Kritsyuk,stanislav-kritsyuk,98547,Goalkeeper
Wéverton,weverton,69400,Goalkeeper
Darren Randolph,darren-randolph,51321,Goalkeeper
Sven Ulreich,sven-ulreich,40680,Goalkeeper
Diogo Costa,diogo-costa,357153,Goalkeeper
Gautier Larsonneur,gautier-larsonneur,357047,Goalkeeper
Altay Bayindir,altay-bayindir,336077,Goalkeeper
Léo Jardim,leo-jardim,288415,Goalkeeper
Tiago Sá,tiago-sa,286908,Goalkeeper
Brice Samba,brice-samba,191056,Goalkeeper
Iago Herrerín,iago-herrerin,71570,Goalkeeper
Mert Günok,mert-gunok,51894,Goalkeeper
Fabri,fabri,45882,Goalkeeper
Lukasz Fabianski,lukasz-fabianski,29692,Goalkeeper
José Sá,jose-sa,249994,Goalkeeper
Alireza Beiranvand,alireza-beiranvand,229081,Goalkeeper
David von Ballmoos,david-von-ballmoos,203124,Goalkeeper
Paulo Gazzaniga,paulo-gazzaniga,195488,Goalkeeper
Alexander Schlager,alexander-schlager,186374,Goalkeeper
Thomas Didillon,thomas-didillon,182891,Goalkeeper
Cican Stankovic,cican-stankovic,127679,Goalkeeper
Marcus Bettinelli,marcus-bettinelli,116648,Goalkeeper
Emiliano Martínez,emiliano-martinez,111873,Goalkeeper
Renan Ribeiro,renan-ribeiro,95142,Goalkeeper
Richard Strebinger,richard-strebinger,93768,Goalkeeper
David Ospina,david-ospina,73396,Goalkeeper
Milan Borjan,milan-borjan,67797,Goalkeeper
Lars Unnerstall,lars-unnerstall,53696,Goalkeeper
Lovre Kalinic,lovre-kalinic,46405,Goalkeeper
Diego Alves,diego-alves,42373,Goalkeeper
Stéphane Ruffier,stephane-ruffier,39910,Goalkeeper
Andrea Consigli,andrea-consigli,35865,Goalkeeper
Alex Smithies,alex-smithies,33754,Goalkeeper
Sergio Romero,sergio-romero,30690,Goalkeeper
Guillermo Ochoa,guillermo-ochoa,29559,Goalkeeper
Manuel Roffo,manuel-roffo,491687,Goalkeeper
Lucas Chávez,lucas-chavez,360791,Goalkeeper
Justin Bijlow,justin-bijlow,315121,Goalkeeper
Vasilios Barkas,vasilios-barkas,248658,Goalkeeper
Guido Herrera,guido-herrera,230014,Goalkeeper
Tiago Volpi,tiago-volpi,227671,Goalkeeper
Rubén Blanco,ruben-blanco,199321,Goalkeeper
Bruno Varela,bruno-varela,182722,Goalkeeper
Stole Dimitrievski,stole-dimitrievski,165467,Goalkeeper
Yvon Mvogo,yvon-mvogo,147051,Goalkeeper
Karl Darlow,karl-darlow,99397,Goalkeeper
Marco Silvestri,marco-silvestri,85528,Goalkeeper
Etrit Berisha,etrit-berisha,77825,Goalkeeper
Thomas Kaminski,thomas-kaminski,77757,Goalkeeper
Aleksandr Belenov,aleksandr-belenov,62514,Goalkeeper
Guilherme,guilherme,55369,Goalkeeper
Gabriel Arias,gabriel-arias,54330,Goalkeeper
Marcelo Grohe,marcelo-grohe,52313,Goalkeeper
Cássio,cassio,50144,Goalkeeper
Wayne Hennessey,wayne-hennessey,45494,Goalkeeper
Joe Hart,joe-hart,40204,Goalkeeper
Ralf Fährmann,ralf-fahrmann,39015,Goalkeeper
Sinan Bolat,sinan-bolat,33862,Goalkeeper
Kiko Casilla,kiko-casilla,27486,Goalkeeper
Anton Shunin,anton-shunin,37549,Goalkeeper
Ezequiel Unsain,ezequiel-unsain,337600,Goalkeeper
Martín Campaña,martin-campana,91755,Goalkeeper
Alessandro Plizzari,alessandro-plizzari,357991,Goalkeeper
Bingourou Kamara,bingourou-kamara,333175,Goalkeeper
Jean Butez,jean-butez,290537,Goalkeeper
Iñaki Peña,inaki-pena,283170,Goalkeeper
Gastón Guruceaga,gaston-guruceaga,266070,Goalkeeper
Mohammed Al-Owais,mohammed-al-owais,262845,Goalkeeper
David Raya,david-raya,262749,Goalkeeper
Juan Soriano,juan-soriano,251892,Goalkeeper
Rui Silva,rui-silva,234811,Goalkeeper
Jaume Doménech,jaume-domenech,227805,Goalkeeper
Rúnar Alex Rúnarsson,runar-alex-runarsson,205657,Goalkeeper
Marco Sportiello,marco-sportiello,199976,Goalkeeper
Matheus,matheus,177547,Goalkeeper
Aitor Fernández,aitor-fernandez,118997,Goalkeeper
Denys Boiko,denys-boiko,91931,Goalkeeper
Alexandros Paschalakis,alexandros-paschalakis,88348,Goalkeeper
Nahuel Guzmán,nahuel-guzman,87859,Goalkeeper
Marwin Hitz,marwin-hitz,59238,Goalkeeper
Ciprian Tatarusanu,ciprian-tatarusanu,55282,Goalkeeper
Andrii Piatov,andrii-piatov,39996,Goalkeeper
John Ruddy,john-ruddy,29712,Goalkeeper
Steve Mandanda,steve-mandanda,23951,Goalkeeper
Ron-Robert Zieler,ron-robert-zieler,21327,Goalkeeper
Oier Olazábal,oier-olazabal,8176,Goalkeeper
Rodolfo Cota,rodolfo-cota,71401,Goalkeeper
Anton Mitryushkin,anton-mitryushkin,260677,Goalkeeper
Renan,renan,68102,Goalkeeper
Arnaud Bodart,arnaud-bodart,417278,Goalkeeper
Gabriel Brazão,gabriel-brazao,371247,Goalkeeper
Arijanet Muric,arijanet-muric,371021,Goalkeeper
Agustín Rossi,agustin-rossi,352324,Goalkeeper
Mile Svilar,mile-svilar,338670,Goalkeeper
Raúl Gudiño,raul-gudino,295400,Goalkeeper
Ivan Konovalov,ivan-konovalov,278190,Goalkeeper
Freddie Woodman,freddie-woodman,226049,Goalkeeper
Florin Nita,florin-nita,200475,Goalkeeper
Noam Baumann,noam-baumann,192605,Goalkeeper
Paul Nardi,paul-nardi,189744,Goalkeeper
Alfred Gomis,alfred-gomis,163568,Goalkeeper
Plamen Iliev,plamen-iliev,156566,Goalkeeper
Cláudio Ramos,claudio-ramos,155396,Goalkeeper
Santos,santos,140811,Goalkeeper
Daniel Bentley,daniel-bentley,136401,Goalkeeper
Alexei Coselev,alexei-coselev,136109,Goalkeeper
Antonio Rodríguez,antonio-rodriguez,131074,Goalkeeper
Ahmed El Shenawy,ahmed-el-shenawy,124578,Goalkeeper
Pedro Gallese,pedro-gallese,95172,Goalkeeper
Vladislav Stoyanov,vladislav-stoyanov,81659,Goalkeeper
Sergio Padt,sergio-padt,79573,Goalkeeper
Mamadou Samassa,mamadou-samassa,72422,Goalkeeper
Fernando Monetti,fernando-monetti,69815,Goalkeeper
Soslan Dzhanaev,soslan-dzhanaev,59209,Goalkeeper
Alexandre Oukidja,alexandre-oukidja,56809,Goalkeeper
Jonathan Orozco,jonathan-orozco,53592,Goalkeeper
Sergio Álvarez,sergio-alvarez,45912,Goalkeeper
Kenneth Vermeer,kenneth-vermeer,30290,Goalkeeper
Danijel Subasic,danijel-subasic,27941,Goalkeeper
Rune Jarstein,rune-jarstein,24112,Goalkeeper
Roberto Fernández,roberto-fernandez,107318,Goalkeeper
Giedrius Arlauskis,giedrius-arlauskis,69001,Goalkeeper
Jandrei,jandrei,512344,Goalkeeper
Ethan Horvath,ethan-horvath,242284,Goalkeeper
Hugo González,hugo-gonzalez,129031,Goalkeeper
Sean Johnson,sean-johnson,126630,Goalkeeper
Marcelo Lomba,marcelo-lomba,53015,Goalkeeper
Iván Arboleda,ivan-arboleda,260740,Goalkeeper
Simone Scuffet,simone-scuffet,238993,Goalkeeper
David Jensen,david-jensen,78819,Goalkeeper
Régis Gurtner,regis-gurtner,39918,Goalkeeper
Hyeon-uh Jo,hyeon-uh-jo,260171,Goalkeeper
Simon Sluga,simon-sluga,188201,Goalkeeper
Maarten Vandevoordt,maarten-vandevoordt,486046,Goalkeeper
Kjell Scherpen,kjell-scherpen,463527,Goalkeeper
Sebastián Jurado,sebastian-jurado,450406,Goalkeeper
Bailey Peacock-Farrell,bailey-peacock-farrell,410436,Goalkeeper
Oscar Linnér,oscar-linner,366974,Goalkeeper
Berke Özer,berke-ozer,361256,Goalkeeper
Antonio Sivera,antonio-sivera,298197,Goalkeeper
Álvaro Montero,alvaro-montero,292985,Goalkeeper
Alex Muralha,alex-muralha,277743,Goalkeeper
Jesse González,jesse-gonzalez,263770,Goalkeeper
Josip Posavec,josip-posavec,255322,Goalkeeper
Andre Blake,andre-blake,244149,Goalkeeper
Gibrán Lajud,gibran-lajud,242580,Goalkeeper
Patrick Pentz,patrick-pentz,223972,Goalkeeper
Gökhan Akkan,gokhan-akkan,223025,Goalkeeper
Alex Remiro,alex-remiro,212862,Goalkeeper
Marc-Aurèle Caillard,marc-aurele-caillard,205465,Goalkeeper
Emil Rockov,emil-rockov,197520,Goalkeeper
Marek Rodak,marek-rodak,186901,Goalkeeper
Charles,charles,181773,Goalkeeper
Mirko Pigliacelli,mirko-pigliacelli,165893,Goalkeeper
Alfredo Saldívar,alfredo-saldivar,159131,Goalkeeper
Cristian Balgradean,cristian-balgradean,158839,Goalkeeper
Mikhail Levashov,mikhail-levashov,148028,Goalkeeper
Mohamed El Shenawy,mohamed-el-shenawy,134573,Goalkeeper
Kelle Roos,kelle-roos,123503,Goalkeeper
Farouk Ben Mustapha,farouk-ben-mustapha,122351,Goalkeeper
Marius Müller,marius-muller,118161,Goalkeeper
Warner Hahn,warner-hahn,111180,Goalkeeper
Jed Steer,jed-steer,110867,Goalkeeper
Frederik Rönnow,frederik-ronnow,107775,Goalkeeper
Éverson,everson,106032,Goalkeeper
Sung-ryong Jung,sung-ryong-jung,81790,Goalkeeper
Robbin Ruiter,robbin-ruiter,81775,Goalkeeper
Dmitriy Nepogodov,dmitriy-nepogodov,77847,Goalkeeper
Sebastián Sosa,sebastian-sosa,76592,Goalkeeper
Camilo Vargas,camilo-vargas,74113,Goalkeeper
Declan Rudd,declan-rudd,74088,Goalkeeper
Örjan Nyland,orjan-nyland,73517,Goalkeeper
Paulo Victor,paulo-victor,67886,Goalkeeper
David Button,david-button,61814,Goalkeeper
Sergey Pesjakov,sergey-pesjakov,61397,Goalkeeper
Yoel Rodríguez,yoel-rodriguez,58115,Goalkeeper
Andrés Fernández,andres-fernandez,57522,Goalkeeper
Marcelo Barovero,marcelo-barovero,55142,Goalkeeper
Antonio Adán,antonio-adan,44062,Goalkeeper
Claudio Bravo,claudio-bravo,40423,Goalkeeper
Vito Mannone,vito-mannone,33781,Goalkeeper
Miguel Ángel Moyà,miguel-angel-moya,26065,Goalkeeper
Ben Foster,ben-foster,13572,Goalkeeper
Craig Gordon,craig-gordon,12589,Goalkeeper
Brad Jones,brad-jones,4042,Goalkeeper
Jeremías Ledesma,jeremias-ledesma,284342,Goalkeeper
Alan Aguerre,alan-aguerre,269784,Goalkeeper
Stas Pokatilov,stas-pokatilov,240178,Goalkeeper
Seong-yun Gu,seong-yun-gu,238030,Goalkeeper
Masaaki Higashiguchi,masaaki-higashiguchi,113712,Goalkeeper
Shusaku Nishikawa,shusaku-nishikawa,81787,Goalkeeper
Máximo Banguera,maximo-banguera,79303,Goalkeeper
Douglas Friedrich,douglas-friedrich,374094,Goalkeeper
Tyler Miller,tyler-miller,353479,Goalkeeper
Gaëtan Coucke,gaetan-coucke,338651,Goalkeeper
Karlo Letica,karlo-letica,318707,Goalkeeper
Kosuke Nakamura,kosuke-nakamura,165794,Goalkeeper
Alberto Brignoli,alberto-brignoli,146799,Goalkeeper
André Hansen,andre-hansen,103555,Goalkeeper
Harun Tekin,harun-tekin,85213,Goalkeeper
Alexis Martín Arias,alexis-martin-arias,360521,Goalkeeper
Joël Drommel,joel-drommel,333640,Goalkeeper
Ahmed Reda Tagnaouti,ahmed-reda-tagnaouti,238997,Goalkeeper
Timon Wellenreuther,timon-wellenreuther,196829,Goalkeeper
Milan Heca,milan-heca,119472,Goalkeeper
Karl-Johan Johnsson,karl-johan-johnsson,112822,Goalkeeper
Daniel Heuer Fernandes,daniel-heuer-fernandes,84993,Goalkeeper
Sten Grytebust,sten-grytebust,73417,Goalkeeper
Jörg Siebenhandl,jorg-siebenhandl,59009,Goalkeeper
Marcos Díaz,marcos-diaz,56006,Goalkeeper
Isak Pettersson,isak-pettersson,296458,Goalkeeper
Augusto Batalla,augusto-batalla,275218,Goalkeeper
Vanja Milinković-Savić,vanja-milinkovi%C4%87-savi%C4%87,257474,Goalkeeper
Nordin Jackers,nordin-jackers,250543,Goalkeeper
Denis Shcherbitski,denis-shcherbitski,249761,Goalkeeper
Yuri Dyupin,yuri-dyupin,228660,Goalkeeper
Mohamed Awad,mohamed-awad,184818,Goalkeeper
Dénes Dibusz,denes-dibusz,162695,Goalkeeper
Oleksii Shevchenko,oleksii-shevchenko,136537,Goalkeeper
Andrey Sinitsyn,andrey-sinitsyn,106196,Goalkeeper
Felipe Rodríguez,felipe-rodriguez,102699,Goalkeeper
Seung-gyu Kim,seung-gyu-kim,92076,Goalkeeper
Eloy Room,eloy-room,79294,Goalkeeper
Silviu Lung Jr.,silviu-lung-jr-,73731,Goalkeeper
Artur Nigmatullin,artur-nigmatullin,70074,Goalkeeper
Victor,victor,67867,Goalkeeper
Giorgi Makaridze,giorgi-makaridze,55977,Goalkeeper
Danny Vukovic,danny-vukovic,43113,Goalkeeper
Itumeleng Khune,itumeleng-khune,39616,Goalkeeper
Mariano Andújar,mariano-andujar,35491,Goalkeeper
Matous Trmal,matous-trmal,549039,Goalkeeper
Yannis Clementia,yannis-clementia,549318,Goalkeeper
Facundo Cambeses,facundo-cambeses,435001,Goalkeeper
Vladan Kovacevic,vladan-kovacevic,429070,Goalkeeper
José Hernández,jose-hernandez,401349,Goalkeeper
Maxence Prévot,maxence-prevot,394903,Goalkeeper
Dimitry Bertaud,dimitry-bertaud,371816,Goalkeeper
Jean,jean,371231,Goalkeeper
Pontus Dahlberg,pontus-dahlberg,365544,Goalkeeper
Abdelali Mhamdi,abdelali-mhamdi,353476,Goalkeeper
Gil Alcalá,gil-alcala,353420,Goalkeeper
Caoimhin Kelleher,caoimhin-kelleher,340918,Goalkeeper
Adrian Semper,adrian-semper,317057,Goalkeeper
Markus Schubert,markus-schubert,296741,Goalkeeper
Michael Verrips,michael-verrips,288259,Goalkeeper
Luca Zidane,luca-zidane,283489,Goalkeeper
Ivan Zlobin,ivan-zlobin,282654,Goalkeeper
Djordje Nikolic,djordje-nikolic,274344,Goalkeeper
Tadeu,tadeu,258367,Goalkeeper
Aleksandar Jovanovic,aleksandar-jovanovic,256567,Goalkeeper
Lorenzo Montipò,lorenzo-montipo,241923,Goalkeeper
Yoan Cardinale,yoan-cardinale,241231,Goalkeeper
Kenan Piric,kenan-piric,231712,Goalkeeper
Julian Pollersbeck,julian-pollersbeck,228975,Goalkeeper
Andreas Gianniotis,andreas-gianniotis,226802,Goalkeeper
Amir Abedzadeh,amir-abedzadeh,218431,Goalkeeper
Anas Zniti,anas-zniti,216954,Goalkeeper
William Yarbrough,william-yarbrough,215473,Goalkeeper
Jhonatan,jhonatan,212216,Goalkeeper
Christian Walton,christian-walton,208379,Goalkeeper
Heorhii Bushchan,heorhii-bushchan,206888,Goalkeeper
Okan Kocuk,okan-kocuk,204189,Goalkeeper
Mathieu Michel,mathieu-michel,193142,Goalkeeper
Sokratis Dioudis,sokratis-dioudis,187798,Goalkeeper
Lawrence Thomas,lawrence-thomas,181337,Goalkeeper
Ronwen Williams,ronwen-williams,175577,Goalkeeper
Helton Leite,helton-leite,175383,Goalkeeper
Baptiste Valette,baptiste-valette,170509,Goalkeeper
Rodrigo Rey,rodrigo-rey,166591,Goalkeeper
Yanick Brecher,yanick-brecher,165532,Goalkeeper
Robin Zentner,robin-zentner,160963,Goalkeeper
Marvin Schwäbe,marvin-schwabe,160929,Goalkeeper
Daniel Schmidt,daniel-schmidt,158799,Goalkeeper
Quentin Beunardeau,quentin-beunardeau,157484,Goalkeeper
Han-bin Yang,han-bin-yang,156442,Goalkeeper
Nicola Leali,nicola-leali,136111,Goalkeeper
Kevin Dawson,kevin-dawson,131110,Goalkeeper
Maxime Dupé,maxime-dupe,127188,Goalkeeper
Akihiro Hayashi,akihiro-hayashi,121543,Goalkeeper
Jin-hyeon Kim,jin-hyeon-kim,118487,Goalkeeper
Yuji Rokutan,yuji-rokutan,117235,Goalkeeper
Cristian Bonilla,cristian-bonilla,102269,Goalkeeper
Stefan Frei,stefan-frei,99617,Goalkeeper
Danilo Fernandes,danilo-fernandes,99439,Goalkeeper
Joel Silva,joel-silva,99166,Goalkeeper
Munir,munir,97925,Goalkeeper
Leandro Chichizola,leandro-chichizola,95736,Goalkeeper
Sun-tae Kwon,sun-tae-kwon,92496,Goalkeeper
Tomeu Nadal,tomeu-nadal,88397,Goalkeeper
Stefan Ortega Moreno,stefan-ortega-moreno,85941,Goalkeeper
Christian Mathenia,christian-mathenia,82361,Goalkeeper
Janis Blaswich,janis-blaswich,81173,Goalkeeper
Mykyta Shevchenko,mykyta-shevchenko,80312,Goalkeeper
Yota Akimoto,yota-akimoto,79389,Goalkeeper
Gabriel,gabriel,79242,Goalkeeper
Rafal Gikiewicz,rafal-gikiewicz,78339,Goalkeeper
Kristoffer Nordfeldt,kristoffer-nordfeldt,75890,Goalkeeper
Lucas Hoyos,lucas-hoyos,75462,Goalkeeper
Vanderlei,vanderlei,68727,Goalkeeper
Stefanos Kapino,stefanos-kapino,68410,Goalkeeper
Denis Onyango,denis-onyango,68096,Goalkeeper
Alfonso Blanco,alfonso-blanco,63333,Goalkeeper
Mathieu Gorgelin,mathieu-gorgelin,60543,Goalkeeper
Diego Mariño,diego-marino,59349,Goalkeeper
David Yurchenko,david-yurchenko,57631,Goalkeeper
Erwin Mulder,erwin-mulder,56631,Goalkeeper
Raúl Fernández,raul-fernandez,54217,Goalkeeper
Júlio César,julio-cesar,52647,Goalkeeper
Alfredo Talavera,alfredo-talavera,50965,Goalkeeper
Mitchell Langerak,mitchell-langerak,49347,Goalkeeper
Costel Pantilimon,costel-pantilimon,47659,Goalkeeper
Johan Dahlin,johan-dahlin,41653,Goalkeeper
Evgeni Gorodov,evgeni-gorodov,38681,Goalkeeper
Roberto,roberto,37403,Goalkeeper
Diego López,diego-lopez,34370,Goalkeeper
Jesús Corona,jesus-corona,29574,Goalkeeper
Jean-Louis Leca,jean-louis-leca,27490,Goalkeeper
Michel Vorm,michel-vorm,26276,Goalkeeper
Emiliano Viviano,emiliano-viviano,24316,Goalkeeper
Geoffrey Jourdren,geoffrey-jourdren,23938,Goalkeeper
Orestis Karnezis,orestis-karnezis,16408,Goalkeeper
Scott Carson,scott-carson,14555,Goalkeeper
David Marshall,david-marshall,9500,Goalkeeper
Gianluigi Buffon,gianluigi-buffon,5023,Goalkeeper
Iker Casillas,iker-casillas,3979,Goalkeeper
Óscar Ustari,oscar-ustari,3755,Goalkeeper
Filip Nguyen,filip-nguyen,202914,Goalkeeper
Ortwin De Wolf,ortwin-de-wolf,450218,Goalkeeper
Tiepo,tiepo,432964,Goalkeeper
Maarten Paes,maarten-paes,396077,Goalkeeper
Dragan Rosic,dragan-rosic,374055,Goalkeeper
Payam Niazmand,payam-niazmand,343044,Goalkeeper
Fernando Miguel,fernando-miguel,291963,Goalkeeper
Alex Bono,alex-bono,272881,Goalkeeper
Junling Yan,junling-yan,224161,Goalkeeper
Mouez Hassen,mouez-hassen,215677,Goalkeeper
Ivan Provedel,ivan-provedel,197929,Goalkeeper
Giannis Anestis,giannis-anestis,191853,Goalkeeper
Danijel Petkovic,danijel-petkovic,188930,Goalkeeper
Evgeni Frolov,evgeni-frolov,177350,Goalkeeper
Krzysztof Kaminski,krzysztof-kaminski,172874,Goalkeeper
Davy Roef,davy-roef,140808,Goalkeeper
Benjamin van Leer,benjamin-van-leer,123520,Goalkeeper
Aleksandr Gutor,aleksandr-gutor,86269,Goalkeeper
Christian Vargas,christian-vargas,83015,Goalkeeper
Martín Silva,martin-silva,76398,Goalkeeper
José Cuadrado,jose-cuadrado,74057,Goalkeeper
Raffaele Di Gennaro,raffaele-di-gennaro,70580,Goalkeeper
Heinz Lindner,heinz-lindner,59082,Goalkeeper
Ibrahim Sehic,ibrahim-sehic,46252,Goalkeeper
Muhammed Sengezer,muhammed-sengezer,330871,Goalkeeper
Mickey van der Hart,mickey-van-der-hart,207048,Goalkeeper
Joel Pereira,joel-pereira,192611,Goalkeeper
Marko Malenica,marko-malenica,179894,Goalkeeper
Moez Ben Cherifia,moez-ben-cherifia,143581,Goalkeeper
Kristijan Kahlina,kristijan-kahlina,133831,Goalkeeper
Bill Hamid,bill-hamid,77714,Goalkeeper
Ales Hruska,ales-hruska,63897,Goalkeeper
Aymen Dahmen,aymen-dahmen,569433,Goalkeeper
Cleiton,cleiton,468247,Goalkeeper
Álvaro Fernández,alvaro-fernandez,453704,Goalkeeper
Pedro Ortíz,pedro-ortiz,430042,Goalkeeper
Josep Martinez,josep-martinez,388516,Goalkeeper
Felipe López,felipe-lopez,386546,Goalkeeper
Caíque,caique,384159,Goalkeeper
Gaëtan Poussin,gaetan-poussin,344591,Goalkeeper
Marko Ilic,marko-ilic,343953,Goalkeeper
Miguel Silva,miguel-silva,336756,Goalkeeper
André Moreira,andre-moreira,326363,Goalkeeper
Dominik Greif,dominik-greif,316884,Goalkeeper
Catalin Cabuz,catalin-cabuz,315442,Goalkeeper
Bobby Allain,bobby-allain,314862,Goalkeeper
Koke Vegas,koke-vegas,299715,Goalkeeper
Xavier Mous,xavier-mous,288426,Goalkeeper
Guglielmo Vicario,guglielmo-vicario,286047,Goalkeeper
Rémy Descamps,remy-descamps,282028,Goalkeeper
Saturnin Allagbé,saturnin-allagbe,274958,Goalkeeper
Emil Balayev,emil-balayev,236366,Goalkeeper
Vaná Alves,vana-alves,212198,Goalkeeper
Vitali Gudiev,vitali-gudiev,190188,Goalkeeper
Zauri Makharadze,zauri-makharadze,166575,Goalkeeper
Alberto Paleari,alberto-paleari,163048,Goalkeeper
William Dutoit,william-dutoit,156384,Goalkeeper
Colin Coosemans,colin-coosemans,154351,Goalkeeper
